player_name,position,goals,assists,shots,xG,xA,time,h_team,a_team,h_goals,a_goals,key_passes
Nélson Semedo 6163,DR,0,0,0,0.0,0.0185288991779088,63,Bournemouth,Wolverhampton Wanderers,0,0,1
Aaron Cresswell 534,DL,0,0,0,0.0,0.0,78,West Ham,Tottenham,1,1,0
Ben Davies 660,DC,0,0,0,0.0,0.1294109970331192,90,West Ham,Tottenham,1,1,2
Davinson Sánchez 6249,DC,0,0,1,0.0454876013100147,0.0,90,West Ham,Tottenham,1,1,0
Declan Rice 5553,DMC,0,0,2,0.0525396987795829,0.1124489977955818,90,West Ham,Tottenham,1,1,1
Emerson 7430,DMR,0,0,2,0.0459074005484581,0.0,90,West Ham,Tottenham,1,1,0
Eric Dier 643,DC,0,0,0,0.0,0.0,90,West Ham,Tottenham,1,1,0
Ivan Perisic 448,DML,0,0,0,0.0,0.1366010010242462,90,West Ham,Tottenham,1,1,3
Kurt Zouma 935,DC,0,0,1,0.0509319007396698,0.0,90,West Ham,Tottenham,1,1,0
Thilo Kehrer 2674,DC,0,0,0,0.0,0.0,90,West Ham,Tottenham,1,1,0
