player_name,position,goals,assists,shots,xG,xA,time,h_team,a_team,h_goals,a_goals,key_passes
Michail Antonio 531,FWR,0,0,1,0.05779580026865,0.0,73,Norwich,West Ham,2,2,0
Salomón Rondón 813,FW,1,0,2,1.0406899452209473,0.0708291009068489,75,Everton,West Bromwich Albion,0,1,1
Aleksandar Mitrovic 773,FW,0,0,2,0.1029840037226677,0.0,72,Chelsea,Newcastle United,5,1,0
Diego Costa 802,FW,1,1,1,0.1224090009927749,0.6705570220947266,62,Chelsea,Newcastle United,5,1,2
Jamie Vardy 755,FW,1,0,3,1.2184200286865234,0.0188040994107723,90,Arsenal,Leicester,2,1,1
Roberto Firmino 482,FW,0,1,0,0.0,0.3164350092411041,76,Aston Villa,Liverpool,0,6,3
Harry Kane 647,FW,1,0,2,0.7800049781799316,0.0,90,Manchester City,Tottenham,1,2,0
Michail Antonio 531,FWR,1,0,2,0.0500749982893466,0.0,90,West Ham,Sunderland,1,0,0
Jamie Vardy 755,FW,0,1,3,0.6144589781761169,0.9568449854850768,90,Leicester,Norwich,1,0,3
Diego Costa 802,FW,0,1,4,0.3071889877319336,0.0550087988376617,90,Southampton,Chelsea,1,2,2
Salomón Rondón 813,FW,0,0,1,0.3116059899330139,0.0,90,West Bromwich Albion,Crystal Palace,3,2,0
Harry Kane 647,FW,0,0,7,0.8573870062828064,0.0518100000917911,86,Tottenham,Swansea,2,1,1
Marcus Rashford 556,FW,2,1,2,0.8796340227127075,0.0550392009317874,82,Manchester United,Arsenal,3,2,1
Theo Walcott 503,FW,0,0,0,0.0,0.0,65,Manchester United,Arsenal,3,2,0
Jordan Ayew 672,FW,0,0,2,0.0825095027685165,0.0301878992468118,90,Aston Villa,Everton,1,3,1
Jamie Vardy 755,FW,0,0,4,0.7372390031814575,0.1099020019173622,90,Leicester,West Bromwich Albion,2,2,2
Salomón Rondón 813,FW,1,0,3,1.0185500383377075,0.0,90,Leicester,West Bromwich Albion,2,2,0
Diego Costa 802,FW,1,0,2,0.4831889867782593,0.0388344004750251,90,Norwich,Chelsea,1,2,1
Harry Kane 647,FW,0,0,2,1.009269952774048,0.0,90,West Ham,Tottenham,1,0,0
Aleksandar Mitrovic 773,FW,0,0,2,0.089429996907711,0.0,85,Stoke,Newcastle United,1,0,0
Marcus Rashford 556,FW,0,0,0,0.0,0.0,90,Manchester United,Watford,1,0,0
Danny Welbeck 501,FW,0,0,2,0.0956562012434005,0.0208337008953094,86,Tottenham,Arsenal,2,2,1
Harry Kane 647,FW,1,0,8,0.4138459861278534,0.1112509965896606,90,Tottenham,Arsenal,2,2,2
Bertrand Traoré 695,FW,1,0,2,0.1607050001621246,0.0716426968574523,70,Chelsea,Stoke,1,1,1
Jordan Ayew 672,FW,0,0,1,0.0743594989180564,0.0,81,Manchester City,Aston Villa,4,0,0
Jamie Vardy 755,FW,0,0,3,0.6922249794006348,0.0,90,Watford,Leicester,0,1,0
Marcus Rashford 556,FW,0,0,1,0.0952446013689041,0.0,76,West Bromwich Albion,Manchester United,1,0,0
Salomón Rondón 813,FW,1,0,1,0.0963125973939895,0.1213639974594116,90,West Bromwich Albion,Manchester United,1,0,3
Patrick Bamford 822,FW,0,0,1,0.0280789993703365,0.0,69,Norwich,Manchester City,0,0,0
Harry Kane 647,FW,2,0,7,1.335199952125549,0.0146869998425245,90,Aston Villa,Tottenham,0,2,1
Aleksandar Mitrovic 773,FW,0,0,3,0.0695734992623329,0.1168949976563453,90,Leicester,Newcastle United,1,0,2
Jamie Vardy 755,FW,0,1,1,0.1052139997482299,0.2537840008735657,90,Leicester,Newcastle United,1,0,3
Danny Welbeck 501,FW,1,0,1,0.7893970012664795,0.0953608974814415,76,Everton,Arsenal,0,2,1
Jamie Vardy 755,FW,0,1,1,0.1194320023059845,0.3202869892120361,90,Crystal Palace,Leicester,0,1,1
Patrick Bamford 822,FW,0,0,2,0.109604999423027,0.0,74,West Bromwich Albion,Norwich,0,1,0
Salomón Rondón 813,FW,0,0,1,0.0356126986443996,0.0751489028334617,90,West Bromwich Albion,Norwich,0,1,2
Aleksandar Mitrovic 773,FW,1,0,4,0.2400519996881485,0.145223006606102,90,Newcastle United,Sunderland,1,1,2
Marcus Rashford 556,FW,1,0,2,0.7742319703102112,0.0,90,Manchester City,Manchester United,0,1,0
Harry Kane 647,FW,2,0,5,0.5350599884986877,0.1560450047254562,90,Tottenham,Bournemouth,3,0,2
Jordan Ayew 672,FWL,0,0,6,0.4727739989757538,0.0760080963373184,90,Aston Villa,Chelsea,0,4,2
Danny Welbeck 501,FW,0,0,3,0.2758919894695282,0.0298245996236801,71,Arsenal,Watford,4,0,1
Salomón Rondón 813,FW,0,0,0,0.0,0.0,83,Sunderland,West Bromwich Albion,0,0,0
Harry Kane 647,FW,1,0,4,0.1629550009965896,0.3719500005245209,90,Liverpool,Tottenham,1,1,3
Jamie Vardy 755,FW,0,0,1,0.3264490067958832,0.6221309900283813,90,Leicester,Southampton,1,0,3
Marcus Rashford 556,FW,0,0,2,0.2130479961633682,0.0,90,Manchester United,Everton,1,0,0
